# x_m,y_m,w_tr_right_m,w_tr_left_m
-3.1100,-1.7100,0.3771,0.3771
-3.1000,-1.7100,0.3819,0.3819
-3.0900,-1.7200,0.3782,0.3782
-3.0800,-1.7200,0.3832,0.3832
-3.0700,-1.7300,0.3798,0.3798
-3.0600,-1.7300,0.3851,0.3851
-3.0500,-1.7400,0.3820,0.3820
-3.0400,-1.7400,0.3875,0.3875
-3.0300,-1.7500,0.3839,0.3839
-3.0200,-1.7500,0.3877,0.3877
-3.0100,-1.7600,0.3824,0.3824
-3.0000,-1.7600,0.3864,0.3864
-2.9900,-1.7700,0.3814,0.3814
-2.9800,-1.7700,0.3857,0.3857
-2.9700,-1.7700,0.3859,0.3859
-2.9600,-1.7800,0.3855,0.3855
-2.9500,-1.7800,0.3855,0.3855
-2.9400,-1.7900,0.3855,0.3855
-2.9300,-1.7900,0.3851,0.3851
-2.9200,-1.8000,0.3859,0.3859
-2.9100,-1.8000,0.3832,0.3832
-2.9000,-1.8100,0.3868,0.3868
-2.8900,-1.8100,0.3819,0.3819
-2.8800,-1.8200,0.3859,0.3859
-2.8700,-1.8300,0.3851,0.3851
-2.8600,-1.8300,0.3855,0.3855
-2.8500,-1.8400,0.3855,0.3855
-2.8400,-1.8400,0.3855,0.3855
-2.8300,-1.8500,0.3855,0.3855
-2.8200,-1.8500,0.3855,0.3855
-2.8100,-1.8600,0.3859,0.3859
-2.8000,-1.8600,0.3855,0.3855
-2.7900,-1.8700,0.3868,0.3868
-2.7800,-1.8700,0.3855,0.3855
-2.7700,-1.8800,0.3884,0.3884
-2.7600,-1.8800,0.3855,0.3855
-2.7500,-1.8900,0.3877,0.3877
-2.7400,-1.8900,0.3857,0.3857
-2.7300,-1.9000,0.3864,0.3864
-2.7200,-1.9100,0.3814,0.3814
-2.7100,-1.9100,0.3857,0.3857
-2.7000,-1.9200,0.3810,0.3810
-2.6900,-1.9200,0.3855,0.3855
-2.6800,-1.9200,0.3896,0.3896
-2.6700,-1.9300,0.3855,0.3855
-2.6600,-1.9300,0.3884,0.3884
-2.6500,-1.9400,0.3823,0.3823
-2.6400,-1.9400,0.3854,0.3854
-2.6300,-1.9500,0.3792,0.3792
-2.6200,-1.9500,0.3823,0.3823
-2.6100,-1.9600,0.3760,0.3760
-2.6000,-1.9600,0.3792,0.3792
-2.5900,-1.9700,0.3728,0.3728
-2.5800,-1.9700,0.3760,0.3760
-2.5700,-1.9800,0.3698,0.3698
-2.5600,-1.9800,0.3732,0.3732
-2.5500,-1.9900,0.3673,0.3673
-2.5400,-1.9900,0.3709,0.3709
-2.5300,-2.0000,0.3654,0.3654
-2.5200,-2.0000,0.3693,0.3693
-2.5100,-2.0100,0.3641,0.3641
-2.5000,-2.0100,0.3682,0.3682
-2.4900,-2.0100,0.3724,0.3724
-2.4800,-2.0200,0.3676,0.3676
-2.4700,-2.0200,0.3721,0.3721
-2.4600,-2.0300,0.3677,0.3677
-2.4500,-2.0300,0.3724,0.3724
-2.4400,-2.0400,0.3683,0.3683
-2.4300,-2.0400,0.3732,0.3732
-2.4200,-2.0500,0.3695,0.3695
-2.4100,-2.0500,0.3736,0.3736
-2.4000,-2.0500,0.3764,0.3764
-2.3900,-2.0600,0.3698,0.3698
-2.3800,-2.0600,0.3728,0.3728
-2.3700,-2.0600,0.3760,0.3760
-2.3600,-2.0700,0.3698,0.3698
-2.3500,-2.0700,0.3728,0.3728
-2.3400,-2.0700,0.3721,0.3721
-2.3300,-2.0800,0.3698,0.3698
-2.3200,-2.0800,0.3721,0.3721
-2.3100,-2.0900,0.3673,0.3673
-2.3000,-2.0900,0.3709,0.3709
-2.2900,-2.1000,0.3649,0.3649
-2.2800,-2.1000,0.3668,0.3668
-2.2700,-2.1100,0.3591,0.3591
-2.2600,-2.1100,0.3612,0.3612
-2.2500,-2.1100,0.3635,0.3635
-2.2400,-2.1200,0.3562,0.3562
-2.2300,-2.1300,0.3490,0.3490
-2.2200,-2.1300,0.3516,0.3516
-2.2100,-2.1400,0.3448,0.3448
-2.2000,-2.1400,0.3477,0.3477
-2.1900,-2.1400,0.3507,0.3507
-2.1800,-2.1500,0.3443,0.3443
-2.1700,-2.1500,0.3476,0.3476
-2.1600,-2.1600,0.3415,0.3415
-2.1500,-2.1600,0.3450,0.3450
-2.1400,-2.1700,0.3393,0.3393
-2.1300,-2.1700,0.3431,0.3431
-2.1200,-2.1700,0.3469,0.3469
-2.1100,-2.1700,0.3509,0.3509
-2.1000,-2.1700,0.3549,0.3549
-2.0900,-2.1800,0.3500,0.3500
-2.0800,-2.1800,0.3543,0.3543
-2.0700,-2.1800,0.3587,0.3587
-2.0600,-2.1800,0.3631,0.3631
-2.0500,-2.1900,0.3587,0.3587
-2.0400,-2.1900,0.3631,0.3631
-2.0300,-2.2000,0.3587,0.3587
-2.0200,-2.2000,0.3631,0.3631
-2.0100,-2.2100,0.3587,0.3587
-2.0000,-2.2100,0.3631,0.3631
-1.9900,-2.2200,0.3587,0.3587
-1.9800,-2.2200,0.3631,0.3631
-1.9700,-2.2200,0.3591,0.3591
-1.9600,-2.2300,0.3635,0.3635
-1.9500,-2.2300,0.3601,0.3601
-1.9400,-2.2300,0.3562,0.3562
-1.9300,-2.2400,0.3616,0.3616
-1.9200,-2.2400,0.3580,0.3580
-1.9100,-2.2400,0.3544,0.3544
-1.9000,-2.2400,0.3509,0.3509
-1.8900,-2.2500,0.3570,0.3570
-1.8800,-2.2500,0.3538,0.3538
-1.8700,-2.2600,0.3602,0.3602
-1.8600,-2.2600,0.3570,0.3570
-1.8500,-2.2600,0.3538,0.3538
-1.8400,-2.2700,0.3602,0.3602
-1.8300,-2.2700,0.3573,0.3573
-1.8200,-2.2700,0.3544,0.3544
-1.8100,-2.2800,0.3613,0.3613
-1.8000,-2.2800,0.3587,0.3587
-1.7900,-2.2800,0.3562,0.3562
-1.7800,-2.2900,0.3631,0.3631
-1.7700,-2.2900,0.3587,0.3587
-1.7600,-2.3000,0.3633,0.3633
-1.7500,-2.3000,0.3591,0.3591
-1.7400,-2.3100,0.3641,0.3641
-1.7300,-2.3100,0.3601,0.3601
-1.7200,-2.3200,0.3654,0.3654
-1.7100,-2.3200,0.3616,0.3616
-1.7000,-2.3200,0.3580,0.3580
-1.6900,-2.3300,0.3638,0.3638
-1.6800,-2.3300,0.3603,0.3603
-1.6700,-2.3400,0.3665,0.3665
-1.6600,-2.3400,0.3633,0.3633
-1.6500,-2.3500,0.3698,0.3698
-1.6400,-2.3500,0.3665,0.3665
-1.6300,-2.3500,0.3633,0.3633
-1.6200,-2.3600,0.3698,0.3698
-1.6100,-2.3600,0.3665,0.3665
-1.6000,-2.3600,0.3633,0.3633
-1.5900,-2.3700,0.3698,0.3698
-1.5800,-2.3700,0.3665,0.3665
-1.5700,-2.3800,0.3728,0.3728
-1.5600,-2.3800,0.3698,0.3698
-1.5500,-2.3800,0.3665,0.3665
-1.5400,-2.3900,0.3728,0.3728
-1.5300,-2.3900,0.3698,0.3698
-1.5200,-2.4000,0.3764,0.3764
-1.5100,-2.4000,0.3736,0.3736
-1.5000,-2.4000,0.3709,0.3709
-1.4900,-2.4000,0.3682,0.3682
-1.4800,-2.4000,0.3641,0.3641
-1.4700,-2.4100,0.3693,0.3693
-1.4600,-2.4100,0.3654,0.3654
-1.4500,-2.4100,0.3616,0.3616
-1.4400,-2.4100,0.3580,0.3580
-1.4300,-2.4200,0.3638,0.3638
-1.4200,-2.4200,0.3603,0.3603
-1.4100,-2.4300,0.3665,0.3665
-1.4000,-2.4300,0.3633,0.3633
-1.3900,-2.4400,0.3698,0.3698
-1.3800,-2.4400,0.3665,0.3665
-1.3700,-2.4500,0.3728,0.3728
-1.3600,-2.4500,0.3698,0.3698
-1.3500,-2.4600,0.3730,0.3730
-1.3400,-2.4600,0.3728,0.3728
-1.3300,-2.4600,0.3698,0.3698
-1.3200,-2.4700,0.3670,0.3670
-1.3100,-2.4700,0.3683,0.3683
-1.3000,-2.4800,0.3599,0.3599
-1.2900,-2.4800,0.3615,0.3615
-1.2800,-2.4900,0.3533,0.3533
-1.2700,-2.4900,0.3548,0.3548
-1.2600,-2.4900,0.3559,0.3559
-1.2500,-2.5000,0.3472,0.3472
-1.2400,-2.5000,0.3485,0.3485
-1.2300,-2.5100,0.3401,0.3401
-1.2200,-2.5100,0.3417,0.3417
-1.2100,-2.5200,0.3336,0.3336
-1.2000,-2.5200,0.3355,0.3355
-1.1900,-2.5300,0.3273,0.3273
-1.1800,-2.5300,0.3287,0.3287
-1.1700,-2.5400,0.3200,0.3200
-1.1600,-2.5400,0.3200,0.3200
-1.1500,-2.5400,0.3200,0.3200
-1.1400,-2.5500,0.3100,0.3100
-1.1300,-2.5500,0.3100,0.3100
-1.1200,-2.5500,0.3100,0.3100
-1.1100,-2.5600,0.3000,0.3000
-1.1000,-2.5600,0.3001,0.3001
-1.0900,-2.5600,0.3002,0.3002
-1.0800,-2.5600,0.3006,0.3006
-1.0700,-2.5700,0.2910,0.2910
