# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.0960,-0.2040,0.8588,0.8588
-1.0840,-0.1920,0.8694,0.8694
-1.0720,-0.1800,0.8641,0.8641
-1.0600,-0.1680,0.8587,0.8587
-1.0480,-0.1680,0.8641,0.8641
-1.0360,-0.1560,0.8587,0.8587
-1.0240,-0.1560,0.8641,0.8641
-1.0120,-0.1440,0.8587,0.8587
-1.0000,-0.1320,0.8534,0.8534
-0.9880,-0.1320,0.8587,0.8587
-0.9760,-0.1200,0.8534,0.8534
-0.9640,-0.1080,0.8485,0.8485
-0.9520,-0.1080,0.8544,0.8544
-0.9400,-0.1080,0.8603,0.8603
-0.9280,-0.0960,0.8561,0.8561
-0.9160,-0.0840,0.8523,0.8523
-0.9040,-0.0840,0.8587,0.8587
-0.8920,-0.0720,0.8534,0.8534
-0.8800,-0.0720,0.8591,0.8591
-0.8680,-0.0600,0.8544,0.8544
-0.8560,-0.0600,0.8603,0.8603
-0.8440,-0.0480,0.8561,0.8561
-0.8320,-0.0480,0.8593,0.8593
-0.8200,-0.0360,0.8587,0.8587
-0.8080,-0.0360,0.8554,0.8554
-0.7960,-0.0240,0.8587,0.8587
-0.7840,-0.0240,0.8523,0.8523
-0.7720,-0.0120,0.8554,0.8554
-0.7600,-0.0120,0.8487,0.8487
-0.7480,0.0000,0.8523,0.8523
-0.7360,0.0000,0.8459,0.8459
-0.7240,0.0120,0.8500,0.8500
-0.7120,0.0120,0.8439,0.8439
-0.7000,0.0120,0.8380,0.8380
-0.6880,0.0240,0.8428,0.8428
-0.6760,0.0240,0.8373,0.8373
-0.6640,0.0360,0.8426,0.8426
-0.6520,0.0360,0.8373,0.8373
-0.6400,0.0480,0.8426,0.8426
-0.6280,0.0480,0.8373,0.8373
-0.6160,0.0480,0.8318,0.8318
-0.6040,0.0600,0.8373,0.8373
-0.5920,0.0600,0.8318,0.8318
-0.5800,0.0600,0.8265,0.8265
-0.5680,0.0600,0.8214,0.8214
-0.5560,0.0720,0.8273,0.8273
-0.5440,0.0720,0.8225,0.8225
-0.5320,0.0720,0.8179,0.8179
-0.5200,0.0720,0.8133,0.8133
-0.5080,0.0840,0.8202,0.8202
-0.4960,0.0840,0.8161,0.8161
-0.4840,0.0960,0.8235,0.8235
-0.4720,0.0960,0.8197,0.8197
-0.4600,0.0960,0.8161,0.8161
-0.4480,0.0960,0.8121,0.8121
-0.4360,0.1080,0.8197,0.8197
-0.4240,0.1080,0.8161,0.8161
-0.4120,0.1080,0.8121,0.8121
-0.4000,0.1080,0.8083,0.8083
-0.3880,0.1080,0.8046,0.8046
-0.3760,0.1200,0.8126,0.8126
-0.3640,0.1200,0.8094,0.8094
-0.3520,0.1200,0.8062,0.8062
-0.3400,0.1200,0.8033,0.8033
-0.3280,0.1200,0.8005,0.8005
-0.3160,0.1200,0.7978,0.7978
-0.3040,0.1200,0.7946,0.7946
-0.2920,0.1200,0.7916,0.7916
-0.2800,0.1200,0.7888,0.7888
-0.2680,0.1320,0.7979,0.7979
-0.2560,0.1320,0.7954,0.7954
-0.2440,0.1320,0.7932,0.7932
-0.2320,0.1320,0.7911,0.7911
-0.2200,0.1320,0.7892,0.7892
-0.2080,0.1320,0.7874,0.7874
-0.1960,0.1440,0.7978,0.7978
-0.1840,0.1440,0.7964,0.7964
-0.1720,0.1440,0.7953,0.7953
-0.1600,0.1440,0.7943,0.7943
-0.1480,0.1440,0.7935,0.7935
-0.1360,0.1440,0.7928,0.7928
