# x_m,y_m,w_tr_right_m,w_tr_left_m
0.9840,-5.3300,0.8897,0.8897
0.9930,-5.3300,0.8886,0.8886
1.0020,-5.3300,0.8875,0.8875
1.0110,-5.3300,0.8866,0.8866
1.0200,-5.3300,0.8857,0.8857
1.0290,-5.3210,0.8820,0.8820
1.0380,-5.3210,0.8820,0.8820
1.0470,-5.3210,0.8820,0.8820
1.0560,-5.3210,0.8820,0.8820
1.0650,-5.3210,0.8820,0.8820
1.0740,-5.3210,0.8820,0.8820
1.0830,-5.3210,0.8820,0.8820
1.0920,-5.3210,0.8820,0.8820
1.1010,-5.3210,0.8820,0.8820
1.1100,-5.3210,0.8820,0.8820
1.1190,-5.3210,0.8820,0.8820
1.1280,-5.3210,0.8820,0.8820
1.1370,-5.3210,0.8820,0.8820
1.1460,-5.3210,0.8820,0.8820
1.1550,-5.3210,0.8820,0.8820
1.1640,-5.3210,0.8820,0.8820
1.1730,-5.3210,0.8820,0.8820
1.1820,-5.3210,0.8820,0.8820
1.1910,-5.3210,0.8820,0.8820
1.2000,-5.3210,0.8820,0.8820
1.2090,-5.3210,0.8822,0.8822
1.2180,-5.3210,0.8824,0.8824
1.2270,-5.3210,0.8827,0.8827
1.2360,-5.3210,0.8820,0.8820
1.2450,-5.3210,0.8802,0.8802
1.2540,-5.3210,0.8778,0.8778
1.2630,-5.3210,0.8754,0.8754
1.2720,-5.3210,0.8731,0.8731
1.2810,-5.3210,0.8710,0.8710
1.2900,-5.3210,0.8689,0.8689
1.2990,-5.3210,0.8669,0.8669
1.3080,-5.3210,0.8649,0.8649
1.3170,-5.3210,0.8631,0.8631
1.3260,-5.3210,0.8614,0.8614
1.3350,-5.3210,0.8597,0.8597
1.3440,-5.3210,0.8582,0.8582
1.3530,-5.3210,0.8567,0.8567
1.3620,-5.3210,0.8553,0.8553
1.3710,-5.3210,0.8541,0.8541
1.3800,-5.3210,0.8529,0.8529
1.3890,-5.3210,0.8518,0.8518
1.3980,-5.3210,0.8508,0.8508
1.4070,-5.3210,0.8499,0.8499
