# x_m,y_m,w_tr_right_m,w_tr_left_m
2.9760,-4.0360,0.7476,0.7476
2.9880,-4.0480,0.7628,0.7628
3.0000,-4.0480,0.7667,0.7667
3.0120,-4.0480,0.7695,0.7695
3.0240,-4.0480,0.7703,0.7703
3.0360,-4.0600,0.7833,0.7833
3.0480,-4.0600,0.7845,0.7845
3.0600,-4.0600,0.7859,0.7859
3.0720,-4.0600,0.7874,0.7874
3.0840,-4.0720,0.8010,0.8010
3.0960,-4.0720,0.8029,0.8029
3.1080,-4.0840,0.8168,0.8168
3.1200,-4.0840,0.8190,0.8190
3.1320,-4.0840,0.8214,0.8214
3.1440,-4.0960,0.8356,0.8356
3.1560,-4.0960,0.8383,0.8383
3.1680,-4.0960,0.8411,0.8411
3.1800,-4.1080,0.8557,0.8557
3.1920,-4.1080,0.8588,0.8588
3.2040,-4.1080,0.8621,0.8621
3.2160,-4.1080,0.8655,0.8655
3.2280,-4.1200,0.8805,0.8805
3.2400,-4.1200,0.8842,0.8842
3.2520,-4.1200,0.8880,0.8880
3.2640,-4.1320,0.9033,0.9033
3.2760,-4.1320,0.9073,0.9073
3.2880,-4.1320,0.9111,0.9111
3.3000,-4.1320,0.9123,0.9123
3.3120,-4.1320,0.9121,0.9121
3.3240,-4.1320,0.9120,0.9120
3.3360,-4.1320,0.9120,0.9120
3.3480,-4.1320,0.9120,0.9120
3.3600,-4.1320,0.9120,0.9120
3.3720,-4.1320,0.9120,0.9120
3.3840,-4.1320,0.9120,0.9120
3.3960,-4.1320,0.9120,0.9120
3.4080,-4.1320,0.9120,0.9120
3.4200,-4.1320,0.9120,0.9120
3.4320,-4.1320,0.9120,0.9120
3.4440,-4.1320,0.9120,0.9120
3.4560,-4.1320,0.9120,0.9120
3.4680,-4.1320,0.9120,0.9120
3.4800,-4.1320,0.9120,0.9120
3.4920,-4.1320,0.9121,0.9121
3.5040,-4.1320,0.9123,0.9123
3.5160,-4.1320,0.9127,0.9127
3.5280,-4.1320,0.9133,0.9133
3.5400,-4.1200,0.9247,0.9247
3.5520,-4.1200,0.9233,0.9233
3.5640,-4.1080,0.9334,0.9334
3.5760,-4.1080,0.9318,0.9318
3.5880,-4.1080,0.9303,0.9303
3.6000,-4.1080,0.9290,0.9290
3.6120,-4.1080,0.9273,0.9273
3.6240,-4.0960,0.9371,0.9371
3.6360,-4.0840,0.9453,0.9453
3.6480,-4.0840,0.9453,0.9453
3.6600,-4.0720,0.9401,0.9401
3.6720,-4.0600,0.9315,0.9315
3.6840,-4.0600,0.9346,0.9346
3.6960,-4.0480,0.9264,0.9264
3.7080,-4.0360,0.9185,0.9185
3.7200,-4.0360,0.9221,0.9221
3.7320,-4.0360,0.9259,0.9259
3.7440,-4.0240,0.9186,0.9186
3.7560,-4.0120,0.9115,0.9115
3.7680,-4.0120,0.9149,0.9149
3.7800,-4.0000,0.9070,0.9070
3.7920,-4.0000,0.9107,0.9107
3.8040,-3.9880,0.9033,0.9033
3.8160,-3.9880,0.9073,0.9073
3.8280,-3.9760,0.8994,0.8994
3.8400,-3.9640,0.8906,0.8906
3.8520,-3.9640,0.8936,0.8936
3.8640,-3.9520,0.8852,0.8852
3.8760,-3.9520,0.8885,0.8885
3.8880,-3.9400,0.8805,0.8805
3.9000,-3.9280,0.8728,0.8728
3.9120,-3.9160,0.8653,0.8653
3.9240,-3.9040,0.8581,0.8581
3.9360,-3.8920,0.8512,0.8512
3.9480,-3.8800,0.8446,0.8446
3.9600,-3.8680,0.8383,0.8383
3.9720,-3.8560,0.8322,0.8322
3.9840,-3.8560,0.8373,0.8373
3.9960,-3.8440,0.8311,0.8311
4.0080,-3.8320,0.8235,0.8235
4.0200,-3.8320,0.8274,0.8274
4.0320,-3.8200,0.8202,0.8202
4.0440,-3.8080,0.8133,0.8133
4.0560,-3.7960,0.8068,0.8068
4.0680,-3.7960,0.7954,0.7954
4.0800,-3.7840,0.7862,0.7862
4.0920,-3.7720,0.7771,0.7771
4.1040,-3.7600,0.7684,0.7684
4.1160,-3.7600,0.7568,0.7568
4.1280,-3.7480,0.7483,0.7483
4.1400,-3.7480,0.7368,0.7368
4.1520,-3.7360,0.7287,0.7287
4.1640,-3.7360,0.7173,0.7173
4.1760,-3.7240,0.7080,0.7080
4.1880,-3.7120,0.6960,0.6960
4.2000,-3.7000,0.6840,0.6840
4.2120,-3.6880,0.6720,0.6720
4.2120,-3.6760,0.6720,0.6720
4.2240,-3.6640,0.6600,0.6600
4.2240,-3.6520,0.6600,0.6600
4.2360,-3.6400,0.6480,0.6480
4.2480,-3.6280,0.6360,0.6360
4.2480,-3.6160,0.6360,0.6360
4.2480,-3.6040,0.6360,0.6360
4.2600,-3.5920,0.6240,0.6240
4.2600,-3.5800,0.6240,0.6240
4.2720,-3.5680,0.6120,0.6120
4.2840,-3.5560,0.6000,0.6000
4.2840,-3.5440,0.6000,0.6000
4.2960,-3.5320,0.5880,0.5880
4.2960,-3.5200,0.5880,0.5880
4.3080,-3.5080,0.5760,0.5760
4.3080,-3.4960,0.5760,0.5760
4.3200,-3.4840,0.5640,0.5640
4.3320,-3.4720,0.5520,0.5520
4.3440,-3.4600,0.5400,0.5400
4.3440,-3.4480,0.5400,0.5400
4.3560,-3.4360,0.5280,0.5280
4.3560,-3.4240,0.5281,0.5281
4.3560,-3.4120,0.5285,0.5285
4.3680,-3.4000,0.5173,0.5173
4.3680,-3.3880,0.5182,0.5182
4.3680,-3.3760,0.5195,0.5195
4.3800,-3.3640,0.5091,0.5091
4.3800,-3.3520,0.5110,0.5110
4.3800,-3.3400,0.5131,0.5131
4.3920,-3.3280,0.5037,0.5037
4.3920,-3.3160,0.5064,0.5064
4.3920,-3.3040,0.5094,0.5094
4.3920,-3.2920,0.5126,0.5126
4.4040,-3.2800,0.5047,0.5047
4.4040,-3.2680,0.5086,0.5086
4.4040,-3.2560,0.5126,0.5126
4.4160,-3.2440,0.5047,0.5047
4.4160,-3.2320,0.5086,0.5086
4.4280,-3.2200,0.5014,0.5014
4.4280,-3.2080,0.5059,0.5059
4.4280,-3.1960,0.5094,0.5094
4.4400,-3.1840,0.5011,0.5011
